,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,154361,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,182414087777.58276,185979160912.5475,True,,3,,,,2025-10-22T12:56:00.000Z,1.0004863426849726,193459366226.7198,44.2343,0.00408494,0.01030336,-0.02563747,-0.0149474,0.09574618,-0.01831241,182502803534.80936,5.0028,186069610517.01,,2025-10-22T12:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-10-22 18:28:23.686070
3,1839,BNB,BNB,bnb,2861,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'made-in-china']",139180799.97,139180280.59,139180280.59,False,,4,,,,2025-10-22T12:57:00.000Z,1077.215852020072,4118247585.7139883,7.1129,0.81001995,-0.18291383,-8.72050713,5.37108985,20.96995827,40.15227576,149927204540.14954,4.1099,149927764024.52,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:28:23.686070
4,52,XRP,XRP,xrp,1733,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59975443601.0,99985782669.0,False,,5,,,,2025-10-22T12:57:00.000Z,2.4012037335438143,5060742763.3331375,8.9353,0.3021765,-1.20740744,-4.05401239,-15.46931043,-20.80365601,-23.93152995,144013259095.66766,3.9443,240120373354.38,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:28:23.686070
5,5426,Solana,SOL,solana,1030,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,546664609.0772316,612427889.4779987,True,,6,525236893.3,97629640771.88358,,2025-10-22T12:56:00.000Z,185.8773479495858,8335652611.308576,47.4115,0.4202744,-0.62356948,-8.6069939,-16.58301869,-8.05619078,0.15282272,101612567753.1729,2.7853,113836471906.53,,2025-10-22T12:56:00.000Z,,,,,,2025-10-22 18:28:23.686070
6,3408,USDC,USDC,usd-coin,33291,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,76706208177.56052,76706208177.56052,False,,7,60901219650.23,60896758694.223885,,2025-10-22T12:56:00.000Z,0.999926750957834,22501448992.72685,30.0344,0.00747065,0.00280558,0.00743727,0.00701647,0.00350456,-0.00056538,76700589521.28333,2.1021,76700589521.28,,2025-10-22T12:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-10-22 18:28:23.686070
7,1958,TRON,TRX,tron,1250,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94665106647.97351,94665119233.28891,True,,8,94667886298.43,30288645628.89991,,2025-10-22T12:56:00.000Z,0.31994635998757087,1054823479.7504216,74.4408,0.02787046,-0.76107974,0.75532337,-6.15715757,-11.74932371,3.57422864,30287756289.85432,0.8302,30287760316.48,,2025-10-22T12:56:00.000Z,,,,,,2025-10-22 18:28:23.686070
8,74,Dogecoin,DOGE,dogecoin,1332,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151455956383.70523,151455956383.70523,True,,9,,,,2025-10-22T12:57:00.000Z,0.1914779249508053,2956948272.4458036,52.9627,0.35876276,-1.92688141,-5.12665137,-20.34096156,-19.1408422,-19.16356025,29000472249.79155,0.7948,29000472249.79,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:28:23.686070
9,2010,Cardano,ADA,cardano,1612,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35850699609.68396,44994681408.88077,False,,10,37997904336.0,24262461468.135048,,2025-10-22T12:57:00.000Z,0.6385210419393653,1201439013.578419,39.8123,0.58439221,-1.82369331,-7.44891485,-22.80126518,-29.9507783,-21.06744819,22891426069.0306,0.6271,28733446887.27,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:28:23.686070
10,32196,Hyperliquid,HYPE,hyperliquid,177,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",1000000000.0,336685219.0,999584316.0,False,,11,333931719.0,12085339056.069653,,2025-10-22T12:56:00.000Z,36.1910485540598,632034960.3560363,45.1646,1.11688816,-1.04156163,-8.79477663,-26.14921053,-17.30680471,-15.6173125,12184991108.263256,0.334,36191048554.06,,2025-10-22T12:56:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-10-22 18:28:23.686070
11,1975,Chainlink,LINK,chainlink,2132,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'x-layer-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'bera-chain-ecosystem', 'unichain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem']",1000000000.0,678099970.4525867,1000000000.0,False,,12,,,,2025-10-22T12:57:00.000Z,17.48597902580083,1207146078.7308676,16.3198,0.52916847,-4.20341794,-6.3273512,-18.50772796,-32.00550358,-2.62194697,11857241860.730093,0.325,17485979025.8,,2025-10-22T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-10-22 18:28:23.686070
12,29470,Ethena USDe,USDe,ethena-usde,233,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,11092325476.046688,11092325476.046688,True,,13,,,,2025-10-22T12:56:00.000Z,0.9995525359509422,449245181.5783938,-42.6426,-0.00594612,0.01901718,-0.06950895,-0.19138398,-0.0696694,-0.18189807,11087362059.175709,0.3039,11087362059.18,,2025-10-22T12:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-10-22 18:28:23.686070
13,512,Stellar,XLM,stellar,771,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,32007031575.270016,50001786884.69561,False,,14,31531408660.0,9840235539.553143,,2025-10-22T12:57:00.000Z,0.3120772574945639,253438420.90036035,20.7877,0.28013372,-1.60997875,-6.03866504,-13.37639951,-24.04166619,-27.24072008,9988666634.552177,0.2736,15604426739.66,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:28:23.686070
14,1831,Bitcoin Cash,BCH,bitcoin-cash,1081,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19942375.0,19942375.0,False,,15,,,,2025-10-22T12:57:00.000Z,472.89393759795826,503930250.0866577,-4.3854,0.10267957,-0.70518196,-10.96219289,-17.31187304,-19.19444889,-9.25439524,9430628238.805082,0.2585,9930772689.56,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:28:23.686070
0,1,Bitcoin,BTC,bitcoin,12442,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19938256.0,19938256.0,False,,1,,,,2025-10-22T12:57:00.000Z,108063.55996916155,104403425138.54163,63.6275,0.4388901,-0.84156591,-3.29484096,-4.2521431,-6.17646391,-8.85512821,2154598922936.495,59.0512,2269334759352.39,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:29:24.749054
1,1027,Ethereum,ETH,ethereum,10924,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120698359.21669126,120698359.21669126,True,,2,,,,2025-10-22T12:57:00.000Z,3847.546676073501,51727832982.56572,39.1628,0.5040709,-1.13437133,-6.02911576,-8.31724624,-18.33711344,5.7515803,464392570811.7059,12.7276,464392570811.71,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:29:24.749054
2,825,Tether USDt,USDT,tether,154361,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,182414087777.58276,185979160912.5475,True,,3,,,,2025-10-22T12:57:00.000Z,1.0004336670640839,193445110060.60907,44.1814,-0.00228006,0.01546708,-0.02986134,-0.03015099,0.08812155,-0.03828601,182493194759.4768,5.0026,186059813949.24,,2025-10-22T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-10-22 18:29:24.749054
3,1839,BNB,BNB,bnb,2861,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'made-in-china']",139180799.97,139180280.59,139180280.59,False,,4,,,,2025-10-22T12:58:00.000Z,1078.4957749570456,4126244382.93908,7.3199,0.79211711,-0.029134,-8.62825806,5.51020247,21.11273069,40.31276354,150105344573.6511,4.1147,150105904722.79,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:29:24.749054
4,52,XRP,XRP,xrp,1733,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59975443601.0,99985782669.0,False,,5,,,,2025-10-22T12:58:00.000Z,2.4018466825532325,5060381440.873844,8.9702,0.22998262,-1.14406154,-4.03722735,-15.4506534,-20.78877069,-23.95677949,144051820247.72034,3.9453,240184668255.32,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:29:24.749054
5,5426,Solana,SOL,solana,1030,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,546664609.0772316,612427889.4779987,True,,6,525236893.3,97612170844.47101,,2025-10-22T12:57:00.000Z,185.84408690559704,8334938919.859158,47.3919,0.4430464,-0.63569839,-8.5834656,-16.63552957,-8.07660277,0.02891827,101594385117.56326,2.7848,113816101915.56,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:29:24.749054
6,3408,USDC,USDC,usd-coin,33291,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,76706208177.56052,76706208177.56052,False,,7,60901219650.23,60896019115.09699,,2025-10-22T12:58:00.000Z,0.9999146070446063,22575177579.294163,30.7447,-0.006227,-0.00355517,-0.00376368,0.01349861,0.00032381,-0.00687605,76699658007.7472,2.1007,76699658007.75,,2025-10-22T12:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-10-22 18:29:24.749054
7,1958,TRON,TRX,tron,1250,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94665106647.97351,94665119233.28891,True,,8,94667886298.43,30287775960.506573,,2025-10-22T12:57:00.000Z,0.319937173467967,1055048513.4712573,74.4857,0.02086842,-0.76420099,0.72840387,-6.13490035,-11.76016885,3.5221526,30286886646.9963,0.8302,30286890673.51,,2025-10-22T12:57:00.000Z,,,,,,2025-10-22 18:29:24.749054
8,74,Dogecoin,DOGE,dogecoin,1332,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151455956383.70523,151455956383.70523,True,,9,,,,2025-10-22T12:58:00.000Z,0.19139402261560728,2956462542.3312316,52.8949,0.19368572,-1.93674041,-5.17947891,-20.36784548,-19.17789166,-19.21865246,28987764741.37131,0.7939,28987764741.37,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:29:24.749054
9,2010,Cardano,ADA,cardano,1612,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35850699609.68396,44994681408.88077,False,,10,37997904336.0,24248854757.016434,,2025-10-22T12:58:00.000Z,0.638162950845754,1201461029.9596713,39.8969,0.4112753,-1.80609048,-7.51620124,-22.84122271,-29.9921967,-21.17811227,22878588252.800636,0.6268,28717332788.06,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:29:24.749054
10,32196,Hyperliquid,HYPE,hyperliquid,177,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",1000000000.0,336685219.0,999584316.0,False,,11,333931719.0,12086899731.235453,,2025-10-22T12:57:00.000Z,36.195722189647555,632024959.0344343,45.1653,1.14099128,-1.03251936,-8.85452455,-26.16515997,-17.18983958,-15.83203454,12186564652.284647,0.334,36195722189.65,,2025-10-22T12:57:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-10-22 18:29:24.749054
11,1975,Chainlink,LINK,chainlink,2132,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'x-layer-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'bera-chain-ecosystem', 'unichain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem']",1000000000.0,678099970.4525867,1000000000.0,False,,12,,,,2025-10-22T12:58:00.000Z,17.47419022400043,1206086662.8214524,16.2104,0.35806246,-4.22455458,-6.40974818,-18.54759206,-32.03714763,-2.75288911,11849247874.57757,0.3245,17474190224.0,,2025-10-22T12:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-10-22 18:29:24.749054
12,29470,Ethena USDe,USDe,ethena-usde,233,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,11092325476.046688,11092325476.046688,True,,13,,,,2025-10-22T12:57:00.000Z,0.9995556286876639,449232417.9796388,-42.6464,-0.00541211,0.01804558,-0.07019527,-0.18678541,-0.07366607,-0.18882582,11087396364.818039,0.3039,11087396364.82,,2025-10-22T12:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-10-22 18:29:24.749054
13,512,Stellar,XLM,stellar,771,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,32007031575.270016,50001786884.69561,False,,14,31531408660.0,9843616568.78642,,2025-10-22T12:58:00.000Z,0.31218448483951816,253360717.2303074,20.6706,0.20509408,-1.50208952,-6.0151052,-13.34516107,-24.02138193,-27.25551675,9992098663.567862,0.2737,15609788300.65,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:29:24.749054
14,1831,Bitcoin Cash,BCH,bitcoin-cash,1081,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19942375.0,19942375.0,False,,15,,,,2025-10-22T12:58:00.000Z,473.0951152420732,503434116.8894355,-4.5301,0.03044413,-0.53536613,-10.93179944,-17.2688181,-19.15758114,-9.21194117,9434640198.82564,0.2586,9934997420.08,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:29:24.749054
0,1,Bitcoin,BTC,bitcoin,12442,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19938256.0,19938256.0,False,,1,,,,2025-10-22T12:58:00.000Z,108066.89137827055,104398822804.9078,63.5276,0.44750124,-0.79494839,-3.31898948,-4.22403414,-6.1762804,-8.8885196,2154665345424.1511,59.0123,2269404718943.68,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:30:26.161990
1,1027,Ethereum,ETH,ethereum,10924,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120698359.21669126,120698359.21669126,True,,2,,,,2025-10-22T12:58:00.000Z,3847.7966969940444,51638829040.70677,38.7604,0.4933409,-1.10467358,-6.11925948,-8.27949533,-18.33558413,5.57655801,464422747926.58527,12.7197,464422747926.59,,2025-10-22T12:58:00.000Z,,,,,,2025-10-22 18:30:26.161990
